Name,IMO Number,Status,SOx Scrubber 1 Technology Type,SOx Scrubber 1 Retrofit Date,SOx Scrubber Status
Stena Scandica,9329849,In Service,Hybrid,18. Jun 21,Fitted
Saiq,9406166,In Service,Open Loop,18. Jun 21,Fitted
Bright Horizon,9787780,In Service,Open Loop,16. Jun 21,Fitted
Grampus Ever,9607100,In Service,Open Loop,16. Jun 21,Fitted
Blue Star Myconos,9208679,In Service,Open Loop,15. Jun 21,Fitted
Torx,9311610,In Service,Open Loop,13. Jun 21,Fitted
Carmen,9505027,In Service,Hybrid,13. Jun 21,Fitted
Commander,9734692,In Service,Hybrid,13. Jun 21,Fitted
Grande Argentina,9198135,In Service,TBC,12. Jun 21,Fitted
Delta Atlantica,9419101,In Service,Open Loop,08. Jun 21,Fitted
Marfa,9773478,In Service,Open Loop,06. Jun 21,Fitted
Shuo Long 618,9613678,In Service,Open Loop,06. Jun 21,Fitted
Tokyo Maru,9617038,In Service,Open Loop,06. Jun 21,Fitted
Seavision,9790971,In Service,Open Loop,04. Jun 21,Fitted
TS Sydney,9477385,In Service,Open Loop,02. Jun 21,Fitted
Caribbean Loyalty,9501150,In Service,Open Loop,01. Jun 21,Fitted
Bellevue,9431185,In Service,Open Loop,01. Jun 21,Fitted
MSC Taranto,9475258,In Service,Hybrid,31. May 21,Fitted
Maersk Seville,9299927,In Service,Open Loop,29. May 21,Fitted
Ital Universo,9196993,In Service,TBC,28. May 21,Fitted
MSC Musica,9320087,In Service,Hybrid,27. May 21,Fitted
Delta Med,9412309,In Service,Open Loop,27. May 21,Fitted
MSC Eva,9401130,In Service,Hybrid,27. May 21,Fitted
Ever Leading,9595462,In Service,TBC,27. May 21,Fitted
Clermont,9706487,In Service,Open Loop,27. May 21,Fitted
Mahimahi,7907996,In Service,Open Loop,26. May 21,Fitted
Cyan Nova,9534004,In Service,Open Loop,25. May 21,Fitted
Ken Kon,9510929,In Service,Open Loop,25. May 21,Fitted
CMA CGM Elbe,9674529,In Service,Hybrid,25. May 21,Fitted
G. Dolce,9797864,In Service,Open Loop,25. May 21,Fitted
Tarif,9828390,In Service,Open Loop,25. May 21,Fitted
Glovis Condor,9414876,In Service,Open Loop,24. May 21,Fitted
MSC Ravenna,9484431,In Service,Hybrid,23. May 21,Fitted
Caribbean Glory,9788875,In Service,Open Loop,23. May 21,Fitted
MSC Lisbon,9304459,In Service,Hybrid,22. May 21,Fitted
Ramform Atlas,9629897,In Service,TBC,18. May 21,Fitted
MSC England,9232890,In Service,Hybrid,17. May 21,Fitted
Blue Nova,9534846,In Service,Open Loop,17. May 21,Fitted
Imabari Queen,9767766,In Service,Open Loop,17. May 21,Fitted
Alpha Discovery,9710581,In Service,Open Loop,17. May 21,Fitted
Concord Breeze,9319698,In Service,Open Loop,14. May 21,Fitted
BW Breeze,9674842,In Service,Open Loop,13. May 21,Fitted
Seapassion,9783734,In Service,Open Loop,12. May 21,Fitted
Seaways Cape Henry,9727003,In Service,Open Loop,11. May 21,Fitted
Glovis Stella,9749570,In Service,Open Loop,11. May 21,Fitted
Hirado,9377420,In Service,Open Loop,10. May 21,Fitted
G. Spirit,9797876,In Service,Open Loop,08. May 21,Fitted
MSC Tina,9762340,In Service,Hybrid,07. May 21,Fitted
RDO Liberty,9631113,In Service,TBC,06. May 21,Fitted
Grande Sicilia,9312092,In Service,Open Loop,03. May 21,Fitted
Excelsior,9184419,In Service,Hybrid,03. May 21,Fitted
YM Uniformity,9462691,In Service,Open Loop,03. May 21,Fitted
Kiran Turkiye,9473353,In Service,Open Loop,01. May 21,Fitted
Ajwad,9830795,In Service,Open Loop,28. Apr 21,Fitted
Delta Ocean,9408475,In Service,Open Loop,26. Apr 21,Fitted
CMA CGM Jacques Junior,9722716,In Service,Hybrid,23. Apr 21,Fitted
Ocean Universe,9866665,In Service,Open Loop,23. Apr 21,Fitted
CMA CGM Tage,9674555,In Service,Hybrid,22. Apr 21,Fitted
HL Kospo,9703095,In Service,Open Loop,18. Apr 21,Fitted
Glovis Sun,9749568,In Service,Open Loop,18. Apr 21,Fitted
Pottersgracht,9424560,In Service,Open Loop,18. Apr 21,Fitted
Novik Maria,9376024,In Service,Open Loop,17. Apr 21,Fitted
St Olga,9493224,In Service,Open Loop,16. Apr 21,Fitted
DHT Bauhinia,9315070,In Service,Open Loop,16. Apr 21,Fitted
ONE Tribute,9769295,In Service,Open Loop,16. Apr 21,Fitted
Stolt Sagaland,9352200,In Service,Open Loop,15. Apr 21,Fitted
Maran Antares,9581203,In Service,Open Loop,14. Apr 21,Fitted
Front Brage,9418614,In Service,Open Loop,14. Apr 21,Fitted
BBG Ocean,9712151,In Service,Open Loop,12. Apr 21,Fitted
Emma Maersk,9321483,In Service,Open Loop,11. Apr 21,Fitted
UQAB,9830824,In Service,Open Loop,10. Apr 21,Fitted
Prosper Sunwaito,9608441,In Service,Open Loop,07. Apr 21,Fitted
AS Camellia,9314947,In Service,Open Loop,06. Apr 21,Fitted
DHT Europe,9315159,In Service,Open Loop,31. Mar 21,Fitted
Karina,9307645,In Service,Open Loop,28. Mar 21,Fitted
Maran Thaleia,9527295,In Service,Open Loop,28. Mar 21,Fitted
Taharoa Providence,9536806,In Service,Open Loop,28. Mar 21,Fitted
Hamanasu,9288605,In Service,Open Loop,26. Mar 21,Fitted
Gulf Loyalty,9441245,In Service,Open Loop,25. Mar 21,Fitted
Bravos,9488853,In Service,Open Loop,23. Mar 21,Fitted
KS Camellia,9736418,In Service,Open Loop,20. Mar 21,Fitted
Tedorigawa,9805099,In Service,Open Loop,19. Mar 21,Fitted
Medi Nagoya,9764075,In Service,Open Loop,18. Mar 21,Fitted
Medi Matsuura,9755804,In Service,Open Loop,18. Mar 21,Fitted
Medi Giannutri,9771262,In Service,Open Loop,17. Mar 21,Fitted
Kirkuk,9829655,In Service,Open Loop,16. Mar 21,Fitted
Al Falah,9828388,In Service,Open Loop,15. Mar 21,Fitted
APL Danube,9674517,In Service,Hybrid,12. Mar 21,Fitted
Lila Fuji,9658680,In Service,Open Loop,05. Mar 21,Fitted
MSC Rapallo,9484455,In Service,Hybrid,03. Mar 21,Fitted
Berge Hoverla,9497359,In Service,Open Loop,03. Mar 21,Fitted
Maersk Congo,9525340,In Service,TBC,01. Mar 21,Fitted
Navia Azure,9477244,In Service,Open Loop,27. Feb 21,Fitted
Gen-ei,9814117,In Service,Open Loop,27. Feb 21,Fitted
ONE Wren,9784776,In Service,Open Loop,24. Feb 21,Fitted
Golden Swift,9702481,In Service,Open Loop,23. Feb 21,Fitted
Siri,9281683,In Service,Open Loop,22. Feb 21,Fitted
Golden Walcott,9757591,In Service,Open Loop,17. Feb 21,Fitted
Bastions,9431173,In Service,Open Loop,15. Feb 21,Fitted
Paleisgracht,9448346,In Service,Open Loop,14. Feb 21,Fitted
Grande Anversa,9287417,In Service,Open Loop,14. Feb 21,Fitted
Akashia,9288617,In Service,Open Loop,11. Feb 21,Fitted
Manila Maersk,9780469,In Service,Open Loop,09. Feb 21,Fitted
Cora,9297319,In Service,Open Loop,07. Feb 21,Fitted
Manoa,7907984,In Service,Open Loop,06. Feb 21,Fitted
Hanyu Camellia,9542154,In Service,TBC,06. Feb 21,Fitted
ONE Owl,9741449,In Service,Open Loop,06. Feb 21,Fitted
Blue Star Delos,9565039,In Service,Open Loop,06. Feb 21,Fitted
Antwerpen Express,9612997,In Service,Open Loop,04. Feb 21,Fitted
CMA CGM Magellan,9454424,In Service,Hybrid,02. Feb 21,Fitted
Hakata Queen,9760108,In Service,Open Loop,01. Feb 21,Fitted
Siren II,9337195,In Service,Open Loop,29. Jan 21,Fitted
Palmgracht,9424558,In Service,Open Loop,28. Jan 21,Fitted
Argent Aster,9379959,In Service,Open Loop,28. Jan 21,Fitted
Oceanis,9532757,In Service,Open Loop,28. Jan 21,Fitted
HL Pioneer,9693575,In Service,Open Loop,28. Jan 21,Fitted
Maverick,9321562,In Service,Open Loop,27. Jan 21,Fitted
Uraga Princess,9439204,In Service,Open Loop,26. Jan 21,Fitted
ASL Sun,9585572,In Service,Open Loop,26. Jan 21,Fitted
CMA CGM Rhone,9674543,In Service,Hybrid,24. Jan 21,Fitted
Symphony,9376751,In Service,Open Loop,24. Jan 21,Fitted
T Cereal,9286073,In Service,Open Loop,24. Jan 21,Fitted
Marella Discovery,9070632,In Service,Open Loop,23. Jan 21,Fitted
Awtad,9519717,In Service,Open Loop,23. Jan 21,Fitted
Opera White,9342748,In Service,Open Loop,21. Jan 21,Fitted
Yuan Sui Hai,9806938,In Service,Open Loop,18. Jan 21,Fitted
STI Grace,9722584,In Service,Open Loop,17. Jan 21,Fitted
Ever Libra,9595486,In Service,TBC,17. Jan 21,Fitted
Morning Lily,9446013,In Service,Hybrid,17. Jan 21,Fitted
Lady Doyin,9314208,In Service,TBC,16. Jan 21,Fitted
Medi Venezia,9782625,In Service,Open Loop,15. Jan 21,Fitted
ONE Triumph,9769271,In Service,Open Loop,14. Jan 21,Fitted
Seaways Triton,9734654,In Service,Open Loop,13. Jan 21,Fitted
Grande Francia,9246592,In Service,Open Loop,13. Jan 21,Fitted
Medi Perth,9804552,In Service,Open Loop,11. Jan 21,Fitted
Morning Calypso,9638460,In Service,Hybrid,09. Jan 21,Fitted
Sophia,9776559,In Service,Open Loop,08. Jan 21,Fitted
Sunny Vista,9607758,In Service,Open Loop,07. Jan 21,Fitted
Medi Sydney,9755816,In Service,Open Loop,06. Jan 21,Fitted
Maran Atalanta,9810393,In Service,Open Loop,06. Jan 21,Fitted
Uranus,9307633,In Service,Open Loop,06. Jan 21,Fitted
Maran Arcturus,9588299,In Service,Open Loop,05. Jan 21,Fitted
Hercules I,9723124,In Service,Open Loop,05. Jan 21,Fitted
Velos Jasper,9582491,In Service,Open Loop,05. Jan 21,Fitted
California Star,9457177,In Service,Open Loop,04. Jan 21,Fitted
Maersk Shivling,9728253,In Service,Open Loop,03. Jan 21,Fitted
Maersk Sarat,9732591,In Service,Open Loop,03. Jan 21,Fitted
Excellent,9143441,In Service,Hybrid,02. Jan 21,Fitted
Monaco Maersk,9778832,In Service,Open Loop,01. Jan 21,Fitted
C. Challenger,9595620,In Service,Open Loop,31. Dec 20,Fitted
Morning Catherine,9338711,In Service,Hybrid,31. Dec 20,Fitted
Stolt Sneland,9352212,In Service,Open Loop,30. Dec 20,Fitted
Olympic Luna,9731157,In Service,Open Loop,30. Dec 20,Fitted
Halit Bey,9511375,In Service,TBC,29. Dec 20,Fitted
Cauveri,9282508,In Service,TBC,28. Dec 20,Fitted
Maersk Stadelhorn,9726671,In Service,Open Loop,28. Dec 20,Fitted
CMA CGM A. Lincoln,9780859,In Service,Hybrid,27. Dec 20,Fitted
Torm Torino,9712321,In Service,Open Loop,27. Dec 20,Fitted
Ever Lissome,9629079,In Service,TBC,25. Dec 20,Fitted
Yuan Gu Hai,9806885,In Service,Open Loop,25. Dec 20,Fitted
Eagle Trader,9782510,In Service,Open Loop,21. Dec 20,Fitted
STI Jermyn,9722596,In Service,Open Loop,20. Dec 20,Fitted
Minervagracht,9571521,In Service,Open Loop,20. Dec 20,Fitted
Nolowati III,9266229,In Service,Open Loop,20. Dec 20,Fitted
Patriotship,9446441,In Service,Open Loop,20. Dec 20,Fitted
Stavros,9425875,In Service,Open Loop,20. Dec 20,Fitted
Fiona,9365752,In Service,Open Loop,19. Dec 20,Fitted
KMTC Colombo,9347437,In Service,Open Loop,19. Dec 20,Fitted
Maran Apollo,9752993,In Service,Open Loop,19. Dec 20,Fitted
MSC Agadir,9619464,In Service,Hybrid,17. Dec 20,Fitted
FPMC C Jade,9407316,In Service,Open Loop,17. Dec 20,Fitted
Glorious Sakura,9363699,In Service,Open Loop,17. Dec 20,Fitted
Star Care,9517903,In Service,Open Loop,16. Dec 20,Fitted
Agios Sostis I,9759836,In Service,Open Loop,16. Dec 20,Fitted
Golden Arsenal,9493212,In Service,Open Loop,15. Dec 20,Fitted
MSC Roma,9304447,In Service,Hybrid,15. Dec 20,Fitted
Central,9383895,In Service,TBC,13. Dec 20,Fitted
Terschelling,9313826,In Service,TBC,12. Dec 20,Fitted
Supernova B,9610212,In Service,Open Loop,12. Dec 20,Fitted
New Prime,9799123,In Service,Open Loop,11. Dec 20,Fitted
Cote d'Albatre,9320128,In Service,Hybrid,11. Dec 20,Fitted
Sarah,9295000,In Service,Open Loop,11. Dec 20,Fitted
Suzukasan,9828950,In Service,Open Loop,09. Dec 20,Fitted
Happy Ranger,9139311,In Service,Open Loop,08. Dec 20,Fitted
Torm Maren,9358400,In Service,Open Loop,07. Dec 20,Fitted
Maersk Ensenada,9502958,In Service,Open Loop,07. Dec 20,Fitted
Princess Natalie,9457452,In Service,Open Loop,07. Dec 20,Fitted
Ken Un,9727089,In Service,Open Loop,07. Dec 20,Fitted
Torm Kiara,9701554,In Service,Open Loop,05. Dec 20,Fitted
Delta Glory,9602617,In Service,Open Loop,05. Dec 20,Fitted
Trust Star,9610236,In Service,Open Loop,05. Dec 20,Fitted
Yuan He Hai,9806873,In Service,Open Loop,05. Dec 20,Fitted
CS Endeavour,9517927,In Service,Open Loop,05. Dec 20,Fitted
Eagle Klang,9417892,In Service,TBC,05. Dec 20,Fitted
FPMC C Knight,9419967,In Service,Open Loop,04. Dec 20,Fitted
Stena Forwarder,9645396,In Service,Open Loop,04. Dec 20,Fitted
Vesta,9629938,In Service,Open Loop,04. Dec 20,Fitted
STI Solidarity,9708576,In Service,Open Loop,04. Dec 20,Fitted
Benigane,9455600,In Service,Open Loop,04. Dec 20,Fitted
New Pearl,9468322,In Service,Open Loop,03. Dec 20,Fitted
Paglia Orba,9050826,In Service,Open Loop,02. Dec 20,Fitted
Basle Express,9501344,In Service,Open Loop,28. Nov 20,Fitted
Stena Important,9667497,In Service,Open Loop,28. Nov 20,Fitted
Seatriumph,9783722,In Service,Open Loop,28. Nov 20,Fitted
Kota Selamat,9681261,In Service,TBC,27. Nov 20,Fitted
Seaforce,9685487,In Service,Open Loop,27. Nov 20,Fitted
Morning Lena,9446001,In Service,Hybrid,27. Nov 20,Fitted
Veronica III,9326055,In Service,Open Loop,27. Nov 20,Fitted
Pijlgracht,9448358,In Service,Open Loop,26. Nov 20,Fitted
Yuan Fu Hai,9806964,In Service,Open Loop,26. Nov 20,Fitted
Kota Cempaka,9638965,In Service,Open Loop,25. Nov 20,Fitted
Norwegian Epic,9410569,In Service,Closed Loop,25. Nov 20,Fitted
Southern Star,9344071,In Service,Open Loop,24. Nov 20,Fitted
Waikiki,9776755,In Service,Open Loop,24. Nov 20,Fitted
Georg Maersk,9320257,In Service,Open Loop,23. Nov 20,Fitted
CSCL Venus,9467251,In Service,TBC,23. Nov 20,Fitted
Morning Laura,9445992,In Service,Hybrid,22. Nov 20,Fitted
Kriti Vigor,9290397,In Service,Open Loop,22. Nov 20,Fitted
Merd,9286138,In Service,Open Loop,22. Nov 20,Fitted
Leicester,9792266,In Service,Open Loop,22. Nov 20,Fitted
ONE Swan,9741437,In Service,Open Loop,21. Nov 20,Fitted
Yuan Shen Hai,9806926,In Service,Open Loop,21. Nov 20,Fitted
Kiran Caspian,9718583,In Service,Open Loop,20. Nov 20,Fitted
Pelican,9626560,In Service,Open Loop,20. Nov 20,Fitted
Mont Fort,9582843,In Service,Open Loop,19. Nov 20,Fitted
STI Stability,9712840,In Service,Open Loop,19. Nov 20,Fitted
Maersk Sydney,9289958,In Service,Open Loop,19. Nov 20,Fitted
Stena Surprise,9533995,In Service,Open Loop,19. Nov 20,Fitted
Villa de Tazacorte,9399325,In Service,TBC,18. Nov 20,Fitted
Stena Imprimis,9797395,In Service,Open Loop,18. Nov 20,Fitted
Wah Shan,9693551,In Service,Open Loop,17. Nov 20,Fitted
Lista,9503627,In Service,Open Loop,16. Nov 20,Fitted
Cedric Oldendorff,9591571,In Service,Open Loop,15. Nov 20,Fitted
Maersk Athabasca,9398424,In Service,Open Loop,15. Nov 20,Fitted
Corona Utility,9748021,In Service,Open Loop,15. Nov 20,Fitted
Ever Leader,9595503,In Service,Open Loop,14. Nov 20,Fitted
Azumasan,9397157,In Service,Open Loop,14. Nov 20,Fitted
FPMC C Lord,9447574,In Service,Open Loop,14. Nov 20,Fitted
United Crown,9660023,In Service,Open Loop,13. Nov 20,Fitted
Saga,9528031,In Service,Open Loop,12. Nov 20,Fitted
ASP Avana,9783899,In Service,Open Loop,12. Nov 20,Fitted
Samail,9503237,In Service,Open Loop,12. Nov 20,Fitted
Kondor,9610250,In Service,Open Loop,10. Nov 20,Fitted
MSC Sonia,9404663,In Service,Hybrid,10. Nov 20,Fitted
Llevant,9399480,In Service,Open Loop,09. Nov 20,Fitted
Silver Pegasus,9343455,In Service,Open Loop,08. Nov 20,Fitted
TS Bangkok,9784233,In Service,Open Loop,08. Nov 20,Fitted
Velos Onyx,9682966,In Service,Open Loop,08. Nov 20,Fitted
Seaunity,9445772,In Service,Open Loop,07. Nov 20,Fitted
KMTC Mundra,9347449,In Service,Open Loop,07. Nov 20,Fitted
Bull,9582489,In Service,Open Loop,06. Nov 20,Fitted
STI Westminster,9706437,In Service,Open Loop,05. Nov 20,Fitted
Maunalei,9273686,In Service,Open Loop,05. Nov 20,Fitted
Sapporo Princess,9439199,In Service,Open Loop,04. Nov 20,Fitted
ONE Manhattan,9689615,In Service,Open Loop,04. Nov 20,Fitted
Yuan Bao Hai,9806902,In Service,Open Loop,04. Nov 20,Fitted
Snow Camellia,9820697,In Service,Open Loop,04. Nov 20,Fitted
Eagle Venice,9728710,In Service,Open Loop,03. Nov 20,Fitted
CCNI Arauco,9683843,In Service,Open Loop,03. Nov 20,Fitted
Cape Benat,9406013,In Service,Open Loop,02. Nov 20,Fitted
Hansika,9326067,In Service,Open Loop,02. Nov 20,Fitted
Bellini,9351440,In Service,Open Loop,01. Nov 20,Fitted
Bao Fu,9419462,In Service,Open Loop,01. Nov 20,Fitted
Agios Fanourios I,9759824,In Service,Open Loop,01. Nov 20,Fitted
Hibiki,9726786,In Service,TBC,31. Oct 20,Fitted
Norwegian Getaway,9606924,In Service,Hybrid,31. Oct 20,Fitted
Habrut,9500730,In Service,Open Loop,31. Oct 20,Fitted
Jag Lakshya,9516117,In Service,Open Loop,30. Oct 20,Fitted
Mitake,9607863,In Service,Open Loop,30. Oct 20,Fitted
Merwedegracht,9571519,In Service,Open Loop,29. Oct 20,Fitted
Stena Imperial,9667485,In Service,Open Loop,29. Oct 20,Fitted
Dortmund Express,9461051,In Service,Open Loop,29. Oct 20,Fitted
Amzan,9693745,In Service,Open Loop,28. Oct 20,Fitted
Alam Sayang,9651034,In Service,Open Loop,27. Oct 20,Fitted
Elenore,9335836,In Service,Open Loop,27. Oct 20,Fitted
Gem,9406001,In Service,Open Loop,27. Oct 20,Fitted
Motukea Chief,9848778,In Service,Open Loop,27. Oct 20,Fitted
Fionan,9481635,In Service,Open Loop,26. Oct 20,Fitted
Belma,9289491,In Service,Open Loop,25. Oct 20,Fitted
Maran Ares,9796872,In Service,Open Loop,25. Oct 20,Fitted
New Giant,9516947,In Service,Open Loop,24. Oct 20,Fitted
Kriti Journey,9440538,In Service,Open Loop,24. Oct 20,Fitted
Gem No. 5,9793741,In Service,Open Loop,23. Oct 20,Fitted
Ever Lifting,9629122,In Service,TBC,22. Oct 20,Fitted
Delta Angelica,9602629,In Service,Open Loop,22. Oct 20,Fitted
BW Carina,9701798,In Service,Open Loop,22. Oct 20,Fitted
Torm Kirsten,9701566,In Service,Open Loop,22. Oct 20,Fitted
MSC Antigua,9619476,In Service,Hybrid,21. Oct 20,Fitted
Tonegawa,9802188,In Service,Open Loop,21. Oct 20,Fitted
MSC Loretta,9230490,In Service,Hybrid,21. Oct 20,Fitted
Yuyo,9322657,In Service,Open Loop,20. Oct 20,Fitted
Seeb,9500716,In Service,Open Loop,20. Oct 20,Fitted
La Digue,9448724,In Service,Open Loop,19. Oct 20,Fitted
Gran Bretagna,9143702,In Service,Open Loop,19. Oct 20,Fitted
Grande Scandinavia,9220615,In Service,Open Loop,18. Oct 20,Fitted
Pauwgracht,9448308,In Service,Open Loop,18. Oct 20,Fitted
Al Bateen,9828376,In Service,Open Loop,18. Oct 20,Fitted
ONE Mackinac,9689603,In Service,Open Loop,18. Oct 20,Fitted
VL Prosperity,9683697,In Service,Open Loop,17. Oct 20,Fitted
Gerd Maersk,9320245,In Service,Open Loop,17. Oct 20,Fitted
MSC Pamela,9290531,In Service,Hybrid,16. Oct 20,Fitted
Nautica,9200938,In Service,TBC,16. Oct 20,Fitted
Cape Sarina,9490612,In Service,Open Loop,15. Oct 20,Fitted
GLBS Gigi,9623738,In Service,Open Loop,15. Oct 20,Fitted
Diamondway,9742895,In Service,Open Loop,15. Oct 20,Fitted
Shearwater,9363091,In Service,Open Loop,14. Oct 20,Fitted
Lautoka Chief,9868431,In Service,Open Loop,14. Oct 20,Fitted
Muntgracht,9571545,In Service,Open Loop,13. Oct 20,Fitted
Maran Helios,9761358,In Service,Open Loop,12. Oct 20,Fitted
Corona Xanadu,9826811,In Service,Open Loop,12. Oct 20,Fitted
Marlin Aventurine,9721918,In Service,Open Loop,09. Oct 20,Fitted
MSC La Spezia,9461403,In Service,Hybrid,07. Oct 20,Fitted
Grande Angola,9343156,In Service,TBC,07. Oct 20,Fitted
Torm Thunder,9712307,In Service,Open Loop,06. Oct 20,Fitted
Advantage Life,9708564,In Service,Open Loop,05. Oct 20,Fitted
Soyo,9552848,In Service,Open Loop,05. Oct 20,Fitted
Triton,9728916,In Service,Open Loop,05. Oct 20,Fitted
LV Lizzy,9303417,In Service,Open Loop,05. Oct 20,Fitted
Savitri,9289752,In Service,Open Loop,04. Oct 20,Fitted
SFL Tiger,9664809,In Service,Open Loop,04. Oct 20,Fitted
VL Prime,9683685,In Service,Open Loop,04. Oct 20,Fitted
Ever Golden,9811012,In Service,Open Loop,03. Oct 20,Fitted
Minerva Coralia,9728239,In Service,TBC,02. Oct 20,Fitted
Argent Hibiscus,9414266,In Service,Open Loop,02. Oct 20,Fitted
Morning Charlotte,9338694,In Service,Hybrid,01. Oct 20,Fitted
Maria H,9247754,In Service,Hybrid,30. Sep 20,Fitted
Green Pegasus,9646869,In Service,Open Loop,30. Sep 20,Fitted
Yuan Yi Hai,9806897,In Service,Open Loop,29. Sep 20,Fitted
Grande Mediterraneo,9138393,In Service,Open Loop,29. Sep 20,Fitted
Happy Rover,9139309,In Service,Open Loop,29. Sep 20,Fitted
Tsugaru,9454498,In Service,Open Loop,28. Sep 20,Fitted
Achilleas,9398072,In Service,Open Loop,28. Sep 20,Fitted
Youngheung,9502934,In Service,Open Loop,28. Sep 20,Fitted
Stena Impeccable,9693020,In Service,Open Loop,28. Sep 20,Fitted
Shohaku,9658927,In Service,Open Loop,27. Sep 20,Fitted
Leverkusen Express,9613006,In Service,Open Loop,27. Sep 20,Fitted
Torm Thames,9318333,In Service,Open Loop,27. Sep 20,Fitted
MSC Aliya,9842097,In Service,Hybrid,27. Sep 20,Fitted
Grande Colonia,9318527,In Service,Open Loop,26. Sep 20,Fitted
Spring Breeze,9610200,In Service,Open Loop,26. Sep 20,Fitted
Navios Amber,9736341,In Service,Open Loop,24. Sep 20,Fitted
Norwegian Breakaway,9606912,In Service,Hybrid,24. Sep 20,Fitted
MSC Romane,9745653,In Service,Hybrid,24. Sep 20,Fitted
TS Kaohsiung,9810068,In Service,Open Loop,24. Sep 20,Fitted
Maizuru Bishamon,9570395,In Service,Open Loop,24. Sep 20,Fitted
DMC Neptune,9493200,In Service,Open Loop,23. Sep 20,Fitted
Elegant Salute,9641871,In Service,Open Loop,23. Sep 20,Fitted
Tien Shan,9724831,In Service,Open Loop,23. Sep 20,Fitted
MSC Azov,9605255,In Service,Open Loop,23. Sep 20,Fitted
Ken Voyager,9659191,In Service,Open Loop,22. Sep 20,Fitted
Kirishima,9782508,In Service,Open Loop,22. Sep 20,Fitted
FPMC P Hero,9457610,In Service,Open Loop,22. Sep 20,Fitted
Glorious Peony,9311139,In Service,Open Loop,21. Sep 20,Fitted
Moonlight Dolphin,9393216,In Service,Open Loop,21. Sep 20,Fitted
JP Caretta,9442835,In Service,Open Loop,20. Sep 20,Fitted
Aquagrace,9764087,In Service,Open Loop,19. Sep 20,Fitted
CMA CGM Arkansas,9722651,In Service,Hybrid,19. Sep 20,Fitted
Dole Atlantic,9703069,In Service,Open Loop,18. Sep 20,Fitted
Kongm,9256975,In Service,Open Loop,18. Sep 20,Fitted
Fiora,9282493,In Service,Open Loop,17. Sep 20,Fitted
Solar Frontier,9569798,In Service,Open Loop,17. Sep 20,Fitted
STI Leblon,9785706,In Service,Open Loop,17. Sep 20,Fitted
Ramform Titan,9629885,In Service,TBC,17. Sep 20,Fitted
Mehmed Fatih,9718193,In Service,Open Loop,16. Sep 20,Fitted
CMA CGM Amerigo Vespucci,9454395,In Service,Open Loop,16. Sep 20,Fitted
Morning Lady,9445980,In Service,Hybrid,16. Sep 20,Fitted
Bukha,9500936,In Service,Open Loop,15. Sep 20,Fitted
Marathos,9512056,In Service,Open Loop,15. Sep 20,Fitted
Lady Diana,9467196,In Service,Open Loop,14. Sep 20,Fitted
Essen Express,9501370,In Service,Open Loop,14. Sep 20,Fitted
